# core fork 特性存活审计清单(fork-feature-manifest.tsv)
#
# 用途:check-fork-features-alive.sh 逐行读取本清单,断言 fork 反关联/自定义能力的
#   符号/路由/文件在当前 core 代码里仍然存在。任一条目"消失"即视为该 fork 特性在
#   一次上游同步/重构中被误删或被回退,脚本非零退出、可接 CI 拦截。
#
# 定位:只做"存在性"审计,不逐字比对函数完整签名——上游同步允许内部实现变化,
#   但导出/关键符号名、fork 自定义路由路径、fork 专属文件不应该消失。这是
#   "go test 覆盖不到的整条接线被删"的兜底,不替代 go test。
#
# 格式:TAB 分隔,5 列,# 开头为注释,空行忽略:
#   1 类别                    人读分组标签
#   2 标识                    人读条目名(通常=符号名/路由路径/文件名)
#   3 断言方式                symbol | pattern | pattern_absent | route | file
#   4 grep_pattern_或_路径    symbol/pattern/pattern_absent/route 用 grep -E 扩展正则;
#                             file 方式不使用,固定填 -
#   5 所在文件相对core路径     symbol/pattern/pattern_absent/route:在这个文件内 grep;
#                             file:就是要断言存在的文件或目录路径本身
#
# 断言方式语义:
#   symbol          该文件必须命中此 grep pattern(fork 关键符号定义仍在)
#   pattern         该文件必须命中此 grep pattern(fork 专属调用点/接线仍在)
#   pattern_absent  该文件【必须不】命中此 grep pattern——命中说明 fork 保护被
#                   回退掉了(例如 G1 反关联 uTLS 客户端被换回裸 HTTP client)
#   route           该文件必须命中此路由字符串(fork 自定义路由仍注册)
#   file            第 5 列路径(文件或目录)必须存在
#
# 维护:新增一条 fork 反关联/自定义能力的关键接线时,补一行本清单;
#   上游重构导致路径迁移时同步更新路径,而不是删掉这条守护。

# === 反关联/指纹核心符号(21) ===
反关联-OAuth刷新传输	NewOAuthRefreshUtlsHTTPClient	symbol	^func NewOAuthRefreshUtlsHTTPClient\(	internal/runtime/executor/helps/utls_client.go
反关联-管理API出站	apiCallUtlsRoundTripper	symbol	^func \(h \*Handler\) apiCallUtlsRoundTripper\(	internal/api/handlers/management/api_tools.go
反关联-TLS探针	RunProviderTLSProbe	symbol	^func RunProviderTLSProbe\(	internal/runtime/executor/helps/provider_tls_probe.go
反关联-TLS探针	CaptureSyntheticProviderSNIEvidence	symbol	^func CaptureSyntheticProviderSNIEvidence\(	internal/runtime/executor/helps/tls_evidence_capture.go
反关联-Codex客户端画像	ResolveCodexClientProfile	symbol	^func ResolveCodexClientProfile\(	internal/runtime/executor/helps/codex_client_profile.go
反关联-设备高水位	ClaudeDeviceHighWater	symbol	^type ClaudeDeviceHighWater struct	sdk/cliproxy/auth/claude_device_high_water.go
反关联-设备高水位	CodexDeviceHighWater	symbol	^type CodexDeviceHighWater struct	sdk/cliproxy/auth/codex_device_high_water.go
反关联-设备高水位	seedClaudeObservedHighWaterFromLoadedAuths	symbol	^func \(s \*Service\) seedClaudeObservedHighWaterFromLoadedAuths\(	sdk/cliproxy/service_fork_anticorr.go
反关联-自动隔离	evaluateAutoQuarantineLocked	symbol	^func \(m \*Manager\) evaluateAutoQuarantineLocked\(	sdk/cliproxy/auth/conductor_auto_quarantine.go
反关联-farm账号钉定	applyFarmAccountPin	symbol	^func \(h \*BaseAPIHandler\) applyFarmAccountPin\(	sdk/api/handlers/farm_pin.go
反关联-farm供给门	forkRequireProvisionedBlocked	symbol	^func forkRequireProvisionedBlocked\(	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm供给门	blockReasonUnprovisioned	symbol	^const blockReasonUnprovisioned 	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm供给门	供给门接线到选号阻断	pattern	forkRequireProvisionedBlocked\(auth\)	sdk/cliproxy/auth/selector.go
反关联-farm按账号纳管	AuthFarmEnrolled	symbol	^func AuthFarmEnrolled\(	sdk/cliproxy/auth/farm_enrolled.go
反关联-farm按账号纳管	供给门只拦已纳管账号	pattern	!AuthFarmEnrolled\(auth\)	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm供给门	RequireProvisionedBlocked导出包装	symbol	^func RequireProvisionedBlocked\(	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm供给门	R5-3e供给门接线到刷新调度	pattern	forkRequireProvisionedBlocked\(auth\)	sdk/cliproxy/auth/auto_refresh_loop.go
反关联-farm供给门	R5-3e供给门接线到配额轮询	pattern	RequireProvisionedBlocked\(auth\)	internal/api/handlers/management/quota_snapshots.go
反关联-farm供给门	R5-3e供给门接线到配额刷新chokepoint	pattern	return auth, errQuotaRefreshProvisionedBlocked	internal/api/handlers/management/quota_snapshots.go
反关联-farm供给门	R5-3d供给门接线到claude刷新执行器	pattern	RequireProvisionedBlocked\(auth\)	internal/runtime/executor/claude_executor_auth.go
反关联-farm供给门	R5-3b供给门接线到api-call预检	pattern	RequireProvisionedBlocked\(auth\)	internal/api/handlers/management/api_tools.go
反关联-farm容器活性门	FarmRequireContainerAliveEnvVar	symbol	^const FarmRequireContainerAliveEnvVar 	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm容器活性门	farmRequireContainerAliveEnabled	symbol	^func farmRequireContainerAliveEnabled\(	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm容器活性门	authContainerRecentlyAlive	symbol	^func authContainerRecentlyAlive\(	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm容器活性门	FarmContainerAliveStaleThreshold	symbol	^const FarmContainerAliveStaleThreshold 	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm容器活性门	blockReasonContainerNotAlive	symbol	^const blockReasonContainerNotAlive 	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm容器活性门	活性门接线到forkRequireProvisioned	pattern	authContainerRecentlyAlive\(auth, provisionedGateNow\(\)\)	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm容器活性门	FarmContainerAliveAtMetadataKey	symbol	^const FarmContainerAliveAtMetadataKey 	sdk/cliproxy/auth/custom_headers.go
反关联-farm容器活性门	活性戳hydrate镜像	pattern	applyFarmAliveAtFromMetadata\(auth\)	sdk/cliproxy/auth/custom_headers.go
反关联-farm容器活性门	活性戳PATCH校验	symbol	^func validateFarmAliveAtPatch\(	internal/api/handlers/management/auth_files_anticorr.go
反关联-farm容器活性门	活性戳PATCH即时镜像Attribute	symbol	^func syncAuthFileContainerAliveAtAttribute\(	internal/api/handlers/management/auth_files_anticorr.go
反关联-Codex路径归一化	persistCodexDeviceHighWater	symbol	^func \(e \*CodexExecutor\) persistCodexDeviceHighWater\(	internal/runtime/executor/codex_executor.go

# === G1 关键回退守护(2 条必须成对读:一条必须命中,一条必须不命中) ===
G1-反关联回退守护	codex_openai_images使用uTLS客户端	pattern	helps\.NewUtlsHTTPClient	internal/runtime/executor/codex_openai_images.go
G1-反关联回退守护	codex_openai_images禁止裸ProxyAware回退	pattern_absent	helps\.NewProxyAwareHTTPClient	internal/runtime/executor/codex_openai_images.go

# === fork 自定义 OAuth 回调路由(3) ===
fork路由-OAuth回调	/google/callback	route	"/google/callback"	internal/api/server_routes.go
fork路由-OAuth回调	/gitlab/callback	route	"/gitlab/callback"	internal/api/server_routes.go
fork路由-OAuth回调	/kiro/callback	route	"/kiro/callback"	internal/api/server_routes.go

# === fork 自定义管理端点(5) ===
fork路由-管理端点	provider-tls-probe	route	/diagnostics/provider-tls-probe	internal/api/server_management.go
fork路由-管理端点	proxy-connectivity-probe	route	/diagnostics/proxy-connectivity-probe	internal/api/server_management.go
fork路由-管理端点	usage/pricing	route	"/usage/pricing"	internal/api/server_management.go
fork路由-管理端点	quota/snapshots	route	/quota/snapshots	internal/api/server_management.go
fork路由-管理端点	logs-compress-after-days	route	/logs-compress-after-days	internal/api/server_management.go

# === 内建 provider OAuth 加号「账号代理绑进 token 交换 + proxy 落库」接线(8) ===
# 回归背景:上游同步 c8132e1d 用上游版覆盖 auth_files_provider_oauth.go,丢了这 5 个内建
#   provider 加号 handler 的账号代理接线,导致新账号 proxy_url 为空、token 交换回退核心全局代理。
#   这里断言【调用点】而非符号定义——回归正是"helper 符号还在但 handler 不再调用它",
#   逐 handler 钉住各自独有的 setup 消费调用点,任一被上游覆盖丢失即变红。
反关联-内建OAuth代理接线	5个handler读setup	pattern	parseOAuthAccountSetupFromRequest\(c\)	internal/api/handlers/management/auth_files_provider_oauth.go
反关联-内建OAuth代理接线	claude绑账号代理	pattern	prepareOAuthSetupRuntimeAuth\("claude"	internal/api/handlers/management/auth_files_provider_oauth.go
反关联-内建OAuth代理接线	codex合成账号身份	pattern	prepareOAuthSetupRuntimeAuth\("codex"	internal/api/handlers/management/auth_files_provider_oauth.go
反关联-内建OAuth代理接线	codex交换走账号代理	pattern	oauthIdentityHTTPClient\(ctx, "auth\.openai\.com"	internal/api/handlers/management/auth_files_provider_oauth.go
反关联-内建OAuth代理接线	antigravity绑账号代理	pattern	NewAntigravityAuth\(h\.configForOAuthSetup\(setup\)	internal/api/handlers/management/auth_files_provider_oauth.go
反关联-内建OAuth代理接线	xai绑账号代理	pattern	NewXAIAuth\(h\.configForOAuthSetup\(setup\)	internal/api/handlers/management/auth_files_provider_oauth.go
反关联-内建OAuth代理接线	kimi绑账号代理	pattern	NewKimiAuth\(h\.configForOAuthSetup\(setup\)	internal/api/handlers/management/auth_files_provider_oauth.go
反关联-内建OAuth代理接线	proxy写落库record	pattern	applyOAuthAccountSetupToRecord\(record, setup\)	internal/api/handlers/management/auth_files_provider_oauth.go

# === fork 自定义模块/反关联支撑文件存在性(19) ===
fork文件-amp模块	internal/api/modules/amp/	file	-	internal/api/modules/amp
fork文件-反关联支撑	provider_tls_probe.go(helps)	file	-	internal/runtime/executor/helps/provider_tls_probe.go
fork文件-反关联支撑	tls_evidence_capture.go	file	-	internal/runtime/executor/helps/tls_evidence_capture.go
fork文件-反关联支撑	codex_client_profile.go	file	-	internal/runtime/executor/helps/codex_client_profile.go
fork文件-反关联支撑	synthetic_device_id.go	file	-	internal/runtime/executor/helps/synthetic_device_id.go
fork文件-反关联支撑	claude_device_profile.go	file	-	internal/runtime/executor/helps/claude_device_profile.go
fork文件-反关联支撑	utls_client.go	file	-	internal/runtime/executor/helps/utls_client.go
fork文件-反关联支撑	transport_profile.go	file	-	internal/runtime/executor/helps/transport_profile.go
fork文件-反关联支撑	proxy_helpers.go	file	-	internal/runtime/executor/helps/proxy_helpers.go
fork文件-反关联支撑	auth_files_anticorr.go	file	-	internal/api/handlers/management/auth_files_anticorr.go
fork文件-反关联支撑	provider_tls_probe.go(management)	file	-	internal/api/handlers/management/provider_tls_probe.go
fork文件-反关联支撑	claude_device_high_water.go	file	-	sdk/cliproxy/auth/claude_device_high_water.go
fork文件-反关联支撑	codex_device_high_water.go	file	-	sdk/cliproxy/auth/codex_device_high_water.go
fork文件-反关联支撑	conductor_auto_quarantine.go	file	-	sdk/cliproxy/auth/conductor_auto_quarantine.go
fork文件-反关联支撑	farm_pin.go	file	-	sdk/api/handlers/farm_pin.go
fork文件-反关联支撑	provisioned_gate.go	file	-	sdk/cliproxy/auth/provisioned_gate.go
fork文件-反关联支撑	farm_enrolled.go	file	-	sdk/cliproxy/auth/farm_enrolled.go
fork文件-反关联支撑	tls_transport_probe/main.go	file	-	cmd/tls_transport_probe/main.go
fork文件-反关联支撑	disable_image_generation_mode.go	file	-	internal/config/disable_image_generation_mode.go

# === WS 出站接线【调用点】守护(2) ===
# 补硬:上游若只删调用点、保留 persistCodexDeviceHighWater 符号定义,仅断言符号定义的
#   条目仍会 PASS。这里额外断言该反关联函数在 Codex WS 出站路径(execute + stream)
#   被真正调用,整条接线被拆时报红。
反关联-Codex高水位持久化调用点	persistCodexDeviceHighWater@ws_execute	pattern	e\.persistCodexDeviceHighWater\(	internal/runtime/executor/codex_websockets_execute.go
反关联-Codex高水位持久化调用点	persistCodexDeviceHighWater@ws_stream	pattern	e\.persistCodexDeviceHighWater\(	internal/runtime/executor/codex_websockets_stream.go

# === Codex WS / sideband uTLS 出站接线守护(3) ===
# 补硬:本 wave 给 Codex 响应 WebSocket 与 live sideband 的 wss 出站握手挂 codex-rs
#   (rustls) uTLS ClientHello(JA3 e4d448cd...),替换裸 gorilla/websocket 的裸 Go TLS
#   握手(JA3 03117a8e...)。上游同步若删掉工厂或任一处接线,出站会回退裸 Go TLS 指纹
#   泄漏——仅靠符号存在性发现不了整条接线被拆,这里额外断言工厂符号与两处调用点仍在。
#   两处调用点用 "(dialer," 精确匹配【调用】而非函数定义("(dialer *websocket.Dialer")。
反关联-Codex WS uTLS工厂	NewCodexRustlsTLSDialer	symbol	^func NewCodexRustlsTLSDialer\(	internal/runtime/executor/helps/utls_client.go
反关联-Codex WS uTLS接线	applyCodexRustlsWebsocketTLS@ws_connection	pattern	applyCodexRustlsWebsocketTLS\(dialer,	internal/runtime/executor/codex_websockets_connection.go
反关联-Codex sideband uTLS接线	applyCodexRustlsSidebandTLS@sideband	pattern	applyCodexRustlsSidebandTLS\(dialer,	internal/client/codex/live/sideband.go

# === Codex fast/priority WS 传输门控 + service_tier 注入守护(3) ===
# 补硬:fork-only 的 codex fast/priority 传输能力。fast 蕴含 ws:fast 开时把 HTTP/SSE
#   下游路由到 ws 上游(codexAutoRouteToWebsocket),对上游 body 注入 service_tier=priority
#   (applyCodexServiceTierPriority)。上游同步若删掉门控或路由接线,fast 请求会静默回退
#   HTTP POST(priority 被上游降级)、且不再注入 service_tier——仅靠符号存在性发现不了整条
#   路由被拆,这里断言门控/路由符号与 service_tier 注入仍在。
反关联-Codex fast门控	codexFastEnabled	symbol	^func codexFastEnabled\(	internal/runtime/executor/codex_websockets_fast.go
反关联-Codex fast路由接线	codexAutoRouteToWebsocket@auto_executor	pattern	codexAutoRouteToWebsocket\(ctx, auth, req\.Model\)	internal/runtime/executor/codex_websockets_executor.go
反关联-Codex fast service_tier注入	applyCodexServiceTierPriority	symbol	^func applyCodexServiceTierPriority\(	internal/runtime/executor/codex_websockets_fast.go
反关联-Codex fast管理面视图	accountSettingsFastEnabled	symbol	^func accountSettingsFastEnabled\(	internal/api/handlers/management/auth_files_anticorr.go
反关联-Codex fast管理面写入	applyAuthFastModelsMetadata	symbol	^func applyAuthFastModelsMetadata\(	internal/api/handlers/management/auth_files_anticorr.go

# === Codex fast 完整流程(prewarm -> main turn 链接)守护(3) ===
# 补硬:完整流程是拿 priority 的必要条件(孤立 response.create 拿不到)。prewarm
#   (generate:false)建连拿真 response_id -> 主请求 previous_response_id 同连接 turn 链接。
#   上游同步若删掉 prewarm 或两处调用点,fast 退回孤立请求、priority 失效——断言 prewarm
#   runner/main-body 构造与 execute+stream 两处接线仍在。
反关联-Codex fast prewarm runner	runCodexFastPrewarm	symbol	func \(e \*CodexWebsocketsExecutor\) runCodexFastPrewarm\(	internal/runtime/executor/codex_websockets_fast.go
反关联-Codex fast prewarm接线@ws_execute	e.runCodexFastPrewarm@execute	pattern	e\.runCodexFastPrewarm\(	internal/runtime/executor/codex_websockets_execute.go
反关联-Codex fast prewarm接线@ws_stream	e.runCodexFastPrewarm@stream	pattern	e\.runCodexFastPrewarm\(	internal/runtime/executor/codex_websockets_stream.go

# === fork 自定义 Amp(ampcode)管理路由(5) ===
# 补硬:fork-only 的 /v0/management/ampcode 管理端点整段(server_management.go 内 Amp CLI
#   integration 路由块)被上游同步删掉时,仅靠 amp 模块目录存在性条目无法发现。这里挑 5 条
#   代表性 ampcode fork 路由/handler 标识 anchored 到 server_management.go,整段被删即报红。
fork路由-Amp管理	ampcode(base)	route	mgmt\.GET\("/ampcode", s\.mgmt\.GetAmpCode\)	internal/api/server_management.go
fork路由-Amp管理	ampcode/upstream-url	route	s\.mgmt\.PutAmpUpstreamURL	internal/api/server_management.go
fork路由-Amp管理	ampcode/restrict-management-to-localhost	route	s\.mgmt\.GetAmpRestrictManagementToLocalhost	internal/api/server_management.go
fork路由-Amp管理	ampcode/model-mappings	route	s\.mgmt\.GetAmpModelMappings	internal/api/server_management.go
fork路由-Amp管理	ampcode/force-model-mappings	route	s\.mgmt\.GetAmpForceModelMappings	internal/api/server_management.go

# === R5-1a: 账号封禁时间(refresh_disabled_at)暴露到管理 API 守护(1) ===
# 补硬:markRefreshReauthRequiredWithReason 把账号自动禁用/需重认证时间写进
#   Metadata["refresh_disabled_at"],buildAuthFileEntryLocked 把它透传进 auth-files
#   管理 API 响应,供 farm 页/管理 UI 展示封禁时间。上游同步若覆盖 auth_files.go 丢掉
#   这条透传赋值,前端封禁时间格会回退硬编码"—"——仅靠符号存在性发现不了,这里断言
#   该透传赋值点仍在。
反关联-账号封禁时间暴露	refresh_disabled_at@buildAuthFileEntry	pattern	entry\["refresh_disabled_at"\]	internal/api/handlers/management/auth_files.go

# === H4: 全局自动纳管开关(farm-auto-enroll)端点 + config gate 守护(6) ===
# 补硬:fork-only 的全局自动纳管总开关。GET/PUT/PATCH /v0/management/farm-auto-enroll 读写
#   config.FarmAutoEnroll;saveTokenRecord 的"全新账号(previous == nil)首次成功认证"纳管接线
#   applyAuthFarmEnrolledMetadata(record, true) 被 config.FarmAutoEnrollEnabled(h.cfg) gate 包住——
#   operator 关掉开关后全新账号不再自动纳管,改为严格手动 opt-in。上游同步若覆盖
#   server_management.go / config_basic.go / config_normalization.go / auth_files_fields.go,会静默
#   丢掉端点注册、handler、gate 符号或 gate 接线:端点消失、开关失效(自动纳管回退为无条件纳管)——
#   仅靠符号存在性发现不了整条接线被拆,这里断言两条路由 + 两个 handler + gate 符号 + gate 接线仍在。
#   route/symbol/pattern 均 anchor 到生产文件(第 5 列),不误命中 *_test.go——测试文件用
#   h.GetFarmAutoEnroll(ctx) 调用点,不含 mgmt.GET 注册串 / ^func 定义 / auth_files_fields.go 内接线。
H4-farm自动纳管开关	farm-auto-enroll路由GET	route	mgmt\.GET\("/farm-auto-enroll", s\.mgmt\.GetFarmAutoEnroll\)	internal/api/server_management.go
H4-farm自动纳管开关	farm-auto-enroll路由PUT	route	mgmt\.PUT\("/farm-auto-enroll", s\.mgmt\.PutFarmAutoEnroll\)	internal/api/server_management.go
H4-farm自动纳管开关	GetFarmAutoEnroll handler	symbol	^func \(h \*Handler\) GetFarmAutoEnroll\(	internal/api/handlers/management/config_basic.go
H4-farm自动纳管开关	PutFarmAutoEnroll handler	symbol	^func \(h \*Handler\) PutFarmAutoEnroll\(	internal/api/handlers/management/config_basic.go
H4-farm自动纳管开关	FarmAutoEnrollEnabled gate符号	symbol	^func FarmAutoEnrollEnabled\(	internal/config/config_normalization.go
H4-farm自动纳管开关	gate包住applyAuthFarmEnrolledMetadata	pattern	config\.FarmAutoEnrollEnabled\(h\.cfg\)	internal/api/handlers/management/auth_files_fields.go

# === 一期: 自适应账号调度(adaptive account scheduling)fork 新增守护(11) ===
# 补硬:一期"自适应账号调度"是纯 core 后端(无 serving/出站指纹改动)新增的三类 fork 能力,
#   此前未登记进本清单——check 报绿只是因为没登记它们,非真覆盖。这三类均属【调度策略/账号
#   新鲜度/管理面视图】,非指纹反关联,故 category 用"调度层/metadata契约键/管理API字段"标注。
#   ① 调度层 AdaptiveSelector(tier/quota/warm-up 感知的按账号加权选号器),由 config
#      routing.strategy == "adaptive"(RoutingStrategyAdaptive 常量)门控,在 service_config.go
#      装配为 coreauth.NewAdaptiveSelector;
#   ② metadata 契约键 first_production_at(FirstProductionAtMetadataKey,账号首次投产 append-only
#      锚点,conductor 成功路径 EnsureAuthFirstProductionAt 铸造,供账号年龄/warm-up 曲线计算)
#      + tier_override(TierOverrideMetadataKey,手动档位覆盖,优先于自动推断 subscription tier);
#   ③ 管理 API 字段:/v0/management/auth-files 响应新增 account_scheduling 子对象
#      (buildAccountSchedulingView 投影,只读呈现 tier/quota/warm-up/rate-limit 阶段)。
#   上游同步若覆盖这些文件会静默丢掉门控常量/选号器装配/契约键定义/铸造接线/管理面投影——
#   仅靠符号存在性发现不了整条接线被拆,这里断言符号定义 + 门控常量 + 装配/铸造/挂载接线点仍在。
#   route/symbol/pattern 均 anchor 到生产文件(第 5 列),不误命中 *_test.go。
调度层-自适应账号调度	AdaptiveSelector类型	symbol	^type AdaptiveSelector struct	sdk/cliproxy/auth/adaptive_selector.go
调度层-自适应账号调度	NewAdaptiveSelector构造	symbol	^func NewAdaptiveSelector\(	sdk/cliproxy/auth/adaptive_selector.go
调度层-自适应账号调度	RoutingStrategyAdaptive门控常量	symbol	RoutingStrategyAdaptive[[:space:]]+= "adaptive"	internal/config/config_defaults.go
调度层-自适应账号调度	自适应选号器装配接线	pattern	coreauth\.NewAdaptiveSelector\(coreauth\.AdaptiveSelectorConfig\{	sdk/cliproxy/service_config.go
调度层-自适应账号调度	自适应门控接线到strategy分支	pattern	state\.strategy == internalconfig\.RoutingStrategyAdaptive	sdk/cliproxy/service_config.go
metadata契约键-首投产锚点	FirstProductionAtMetadataKey	symbol	^const FirstProductionAtMetadataKey = "first_production_at"	sdk/cliproxy/auth/account_freshness.go
metadata契约键-首投产锚点	EnsureAuthFirstProductionAt定义	symbol	^func EnsureAuthFirstProductionAt\(	sdk/cliproxy/auth/account_freshness.go
metadata契约键-首投产锚点	首投产锚点铸造接线	pattern	EnsureAuthFirstProductionAt\(auth, now\)	sdk/cliproxy/auth/conductor_cooldown.go
metadata契约键-档位覆盖	TierOverrideMetadataKey	symbol	^const TierOverrideMetadataKey = "tier_override"	sdk/cliproxy/auth/account_tier.go
管理API字段-自适应调度视图	account_scheduling字段挂载	pattern	entry\["account_scheduling"\] = h\.buildAccountSchedulingView	internal/api/handlers/management/auth_files.go
管理API字段-自适应调度视图	buildAccountSchedulingView投影	symbol	^func \(h \*Handler\) buildAccountSchedulingView\(	internal/api/handlers/management/auth_files_adaptive_scheduling.go

# farm 账号存活检测(openspec change farm-account-liveness-detection):
#   授权吊销权威化 + serving-独立存活探针 + 门与健康解耦(health-blind)。
#   全部默认关灰度;探针只探"曾绑定过容器"的号(device_id已on-wire),防泄漏门语义不放宽。
反关联-farm存活探针	MarkCredentialUnauthorized授权吊销权威化	symbol	^func \(a \*Auth\) MarkCredentialUnauthorized\(	sdk/cliproxy/auth/types.go
反关联-farm存活探针	CredentialUnauthorizedReauthCode	symbol	^const CredentialUnauthorizedReauthCode 	sdk/cliproxy/auth/types.go
反关联-farm存活探针	AuthEverBoundToContainer泄漏边界谓词	symbol	^func AuthEverBoundToContainer\(	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm存活探针	FarmHealthBlind健康盲区信号	symbol	^func FarmHealthBlind\(	sdk/cliproxy/auth/provisioned_gate.go
反关联-farm存活探针	探针资格仅限曾绑定号(泄漏边界)	pattern	coreauth\.AuthEverBoundToContainer\(auth\)	internal/api/handlers/management/farm_liveness.go
反关联-farm存活探针	探针默认关灰度开关	pattern	FarmLivenessProbeEnvVar = "FARM_LIVENESS_PROBE_ENABLED"	internal/api/handlers/management/farm_liveness.go
反关联-farm存活探针	权威化默认关灰度开关	pattern	FarmLivenessDetectionEnvVar = "FARM_LIVENESS_DETECTION_ENABLED"	internal/api/handlers/management/farm_liveness.go
反关联-farm存活探针	存活探针loop接线到server	pattern	StartFarmLivenessProbe\(	internal/api/server.go
反关联-farm存活探针	配额层授权吊销权威化接线	pattern	updated\.MarkCredentialUnauthorized\(now\)	internal/api/handlers/management/quota_snapshots.go
反关联-farm存活探针	对称恢复清锁	symbol	^func \(a \*Auth\) ClearCredentialUnauthorized\(	sdk/cliproxy/auth/types.go
反关联-farm存活探针	探针锁判别谓词	symbol	^func IsCredentialUnauthorizedLock\(	sdk/cliproxy/auth/types.go
反关联-farm存活探针	2-strike阈值防单次误锁	pattern	farmLivenessAuthFailThreshold = 2	internal/api/handlers/management/farm_liveness.go
反关联-farm存活探针	升级仅限农场号	pattern	coreauth\.AuthFarmEnrolled\(updated\)	internal/api/handlers/management/quota_snapshots.go
反关联-farm存活探针	配额成功对称恢复接线	pattern	updated\.ClearCredentialUnauthorized\(now\)	internal/api/handlers/management/quota_snapshots.go
反关联-farm存活探针	锁号再探自愈接线	pattern	farmLivenessRecoveryReprobeEligible\(auth\)	internal/api/handlers/management/quota_snapshots.go
fork文件-反关联支撑	farm_liveness.go	file	-	internal/api/handlers/management/farm_liveness.go
fork文件-反关联支撑	farm_liveness_probe.go	file	-	internal/api/handlers/management/farm_liveness_probe.go

# farm serving 版本对齐(A1: openspec farm-serving-version-align):农场号(绑定容器 device_id)在
#   ResolveClaudeDeviceProfile 直出容器入站 candidate 版本、绕过 floor-up-到-高水位/缓存,消除
#   serving 版本>容器遥测版本的跨通道不一致(同一 device_id 两个版本=反关联信号);农场观测不喂
